"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"687","pop","Procolobus_rufomitratus","Oustalet's Red Colobus","Badane, Central African Empire","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",12.35,8.0935,10.093,0.212132034,0.150613744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"691","pop","Procolobus_rufomitratus","Tana River Red Colobus","Tana River, Kenya","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",NA,NA,9,NA,NA,NA,24,NA,62,16.5,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"697","pop","Pithecia_aequatorialis","Equatorial Saki","Rio Itaya Basin, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,20,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,31,1,"wp","MF","MF",0.64516129,"groups","one","none","AR",NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35483871,11,"Ceboidea"
"698","pop","Pithecia_aequatorialis","Equatorial Saki","Tiputini Biodiversity Station, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,13,2,"wp","MF","MFF",0.307692308,"groups","one","none","AR",NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692307692,8,"Ceboidea"
"701","pop","Pithecia_chrysocephala","Golden-faced Saki","Colosso forest, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",1.9,1.9,NA,NA,NA,NA,76.25,48.2,11,16,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"703","pop","Pithecia_irrorata","Gray's Bald-faced Saki","Madre de Dios region, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","MFF",0.6,"groups","one","none","AR",2.623333333,2.07,2.2565,0.341516227,0,0.136471609,15,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"707","pop","Pithecia_pithecia","White-faced Saki","Brownsberg Naturepark, Suriname","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"wp","MFF","MFF",0.666666667,"groups"," ","none","AR",1.7445,1.5436,1.76,0.151650585,0.048952017,NA,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747,0.333333333,1,"Ceboidea"
"708","pop","Pithecia_pithecia","White-faced Saki","Petit Saut hydroelectric dam, French Guiana","Artificial_Forest_Wetland",0,1,"closed",3,"Diurnal",NA,NA,NA,NA,NA,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MF","MF",0.894736842,"groups"," ","none","AR",1.7445,1.5436,1.76,0.151650585,0.048952017,NA,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747,0.105263158,2,"Ceboidea"
"709","pop","Pithecia_pithecia","White-faced Saki","Round Island, Venezuela","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,"wp","FFMM","FFMM",0.5,"groups"," ","none","AR",1.7445,1.5436,1.76,0.151650585,0.048952017,NA,39.6,49.03333333,5.366666667,3.5,3.35,17.73922208,14.09302428,5.208006656,2.773084925,0.494974747,0.5,2,"Ceboidea"
"719","pop","Callicebus_discolor","Red-crowned Titi Monkey","Tiputini Biodiversity Station, Ecuador","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,10,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,13,2,"wp","MF","MF",0.769230769,"groups","one","none","AR",0.931666667,1.076666667,1.01,0.002886751,0.002886751,NA,53,NA,35,6,13,14.14213562,NA,5.656854249,NA,NA,0.230769231,3,"Ceboidea"
"726","pop","Callicebus_oenanthe","Andean Titi Monkey","Moyobamba, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,NA,0.8,NA,NA,NA,64,1.3,11.33,4,22,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"732","pop","Pongo_pygmaeus","Western Bornean Orangutan","Tanjung Puting, Borneo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,64,113,64,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,67,1,"wp","solitary","solitary",0.955223881,"solitary_groups","one","none","AR",82.4,37.3,NA,5.515432893,2.121320344,NA,61.72,NA,19.43,4.1,2.875,5.344810567,NA,8.052453042,3.204684072,2.325761524,0.044776119,2,"Hominoidea"
"736","pop","Presbytis_comata","Grizzled Langur","Java Island,Indonesia","Artificial_Forest_Rocky",1,1,"both",3,"Diurnal",1,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","MF","MF",0.571428571,"groups","one","none","AR",7.015,6.555,6.7,0.473761543,0.219203102,NA,10,1.5,67,9,NA,5.656854249,0.707106781,2.828427125,11.3137085,NA,0.428571429,3,"Cercopithecoidea"
"737","pop","Presbytis_comata","Grizzled Langur","Mount Dieng, Java Island","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",7.015,6.555,6.7,0.473761543,0.219203102,NA,10,1.5,67,9,NA,5.656854249,0.707106781,2.828427125,11.3137085,NA,0.5,1,"Cercopithecoidea"
"740","pop","Presbytis_frontata","White-fronted Langur","Mount Dieng, Java Island","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",5.56,5.67,5.615,NA,NA,0.007071068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"742","pop","Presbytis_hosei","Hose's Langur","Wehea Forest, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","MF","MF",0.666666667,"groups","one","none","AR",6.126666667,5.733333333,5.9,0.110151411,0.232880513,NA,21.9,19,73.85,2.8,NA,4.384062043,3.252691193,5.444722215,NA,NA,0.333333333,0,"Cercopithecoidea"
"744","pop","Presbytis_melalophos","Banded Langur","Way Kambas National Park, Sumatra","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"745","pop","Presbytis_melalophos","Banded Langur","Kuala Lampat, Malaysia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"747","pop","Presbytis_natunae","Natuna Leaf Monkey","Bunguran, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"749","pop","Presbytis_potenziani","Mentawai Island Langur","Betumonga, Mentawai Island","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,"none","MF","MF",1,"groups","one","none","AR",6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"750","pop","Presbytis_potenziani","Mentawai Island Langur","Peleonan Forest, Sumatra","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"752","pop","Presbytis_rubicunda","Red/Maroon Langur","Sabangau Forest, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"none","MFF","MFF",1,"groups","one","yes","AR",6.285,5.9575,6.13,0.143643076,0.139612559,NA,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284,NA,0,0,"Cercopithecoidea"
"753","pop","Presbytis_rubicunda","Red/Maroon Langur","Wehea Forest, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.285,5.9575,6.13,0.143643076,0.139612559,NA,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284,NA,0,0,"Cercopithecoidea"
"754","pop","Presbytis_rubicunda","Red/Maroon Langur","Sabah, Borneo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.285,5.9575,6.13,0.143643076,0.139612559,NA,13.25,53.25,23.9,6.95,0.4,8.414570696,32.73904397,19.3747258,5.868986284,NA,0,0,"Cercopithecoidea"
"757","pop","Presbytis_thomasi","Thomas' Langur","Gunung Leuser National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"wp","MFF","MFF",1,"groups","one","none","AR",6.77,6.69,7.115,NA,NA,0.544472222,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"758","pop","Presbytis_thomasi","Thomas' Langur","Bukit Lawang, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","MFF","MFF",1,"groups","one","none","AR",6.77,6.69,7.115,NA,NA,0.544472222,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"759","pop","Presbytis_thomasi","Thomas' Langur","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,"wp","MFF","MFF",1,"groups","one","yes","AR",6.77,6.69,7.115,NA,NA,0.544472222,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"761","pop","Procolobus_verus","Olive Colobus","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,1,NA,7,2,4,NA,NA,NA,NA,NA,NA,2,14,2,"wp","MFF","MFF",0.5,"groups","one","yes","AR",4.665,4.2,4.45,0.049497475,0,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0.5,7,"Cercopithecoidea"
"762","pop","Procolobus_verus","Olive Colobus","Tiwai, Sierra Leone","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","yes","AR",4.665,4.2,4.45,0.049497475,0,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"764","pop","Prolemur_simus","Greater Bamboo Lemur","Ranomafana National Park, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,"Lemuroidea"
"771","pop","Propithecus_edwardsi","Milne-Edwards' Sifaka","Ranomafana National Park, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,12,NA,13,13,16,NA,NA,NA,NA,NA,NA,NA,54,3,"wp","FFMM","FFMM",0.296296296,"groups","one","none","AR",5.663333333,5.965,6.09,0.20984121,0.306063719,NA,40,NA,56,3,1,NA,NA,NA,NA,NA,0.703703704,38,"Lemuroidea"
"773","pop","Propithecus_perrieri","Perrier's Sifaka","Analerema, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FMM",0.5,"groups"," ","none","AR",4.46,4.47,4.49,0.339411255,0.042426407,NA,31.6,1.525,43.53333333,13.6,NA,14.96429083,1.096015511,9.200724609,19.23330445,NA,0.5,1,"Lemuroidea"
"776","pop","Propithecus_verreauxi","Verreaux's Sifaka","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,1,NA,NA,NA,17,NA,8,19,24,1,NA,NA,NA,NA,NA,NA,68,5,"wp","FFMM","FFMM",0.352941176,"groups","one","none","AR",2.921166667,2.996316667,2.968385,0.123920001,0.195103246,0.140837612,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.647058824,44,"Lemuroidea"
"777","pop","Propithecus_verreauxi","Verreaux's Sifaka","Ampijoroa, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.625,"groups","one","none","AR",2.921166667,2.996316667,2.968385,0.123920001,0.195103246,0.140837612,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.375,3,"Lemuroidea"
"778","pop","Propithecus_verreauxi","Verreaux's Sifaka","Hazafotsy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","FFMM",0.4,"groups","one","none","AR",2.921166667,2.996316667,2.968385,0.123920001,0.195103246,0.140837612,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.6,3,"Lemuroidea"
"779","pop","Propithecus_verreauxi","Verreaux's Sifaka","Beza Mahaflahy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.921166667,2.996316667,2.968385,0.123920001,0.195103246,0.140837612,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.2,0,"Lemuroidea"
"780","pop","Propithecus_verreauxi","Verreaux's Sifaka","Berenty, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,2,6,29,NA,NA,NA,NA,NA,NA,NA,39,4,"wp","FFMM","FFMM",0.743589744,"groups","ff","none","AR",2.921166667,2.996316667,2.968385,0.123920001,0.195103246,0.140837612,52.165,7,56.33,9.66,NA,32.2935667,NA,NA,NA,NA,0.256410256,9,"Lemuroidea"
"783","pop","Pygathrix_nemaeus","Red Shanked Douc","Hin Namno Nationa lProtected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","one","yes","AR",11.13333333,8.473333333,9.72,1.404753834,1.490279616,NA,25.5,NA,72.5,4,NA,16.26345597,NA,13.43502884,NA,NA,0.333333333,0,"Cercopithecoidea"
"785","pop","Pygathrix_nigripes","Black Shanked Douc","Nui Chua National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"786","pop","Pygathrix_nigripes","Black Shanked Douc","Phuoc Binh National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"787","pop","Pygathrix_nigripes","Black Shanked Douc","Seima Biodiversity Conservation Area, Cambodia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,10,NA,NA,NA,NA,NA,NA,NA,16,1,"wp","FFMM","FFMM",0.625,"groups","both","none","AR",10.68333333,8.269,NA,0.592311855,1.023954589,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.375,6,"Cercopithecoidea"
"789","pop","Rhinopithecus_avunculus","Tonkin Snub-Nosed Monkey","Na Hang, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MFF","MFF",1,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,35.5925,9.676666667,37.9325,9.25,NA,17.48298864,4.834297605,12.40621719,1.301076477,NA,0,0,"Cercopithecoidea"
"790","pop","Rhinopithecus_avunculus","Tonkin Snub-Nosed Monkey","Khau Ca Forest, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,11,1,"wp","FFMM","FFMM",0.545454545,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,35.5925,9.676666667,37.9325,9.25,NA,17.48298864,4.834297605,12.40621719,1.301076477,NA,0.454545455,5,"Cercopithecoidea"
"792","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Wuyapiya, China","Forest",0,1,"closed",1,"Diurnal",5,NA,NA,NA,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.947368421,"groups","both","yes","BOTH",15.15,9.53,12.48,0.212132034,0.608111832,NA,9.35,NA,38.86666667,1.5,1.9,2.899137803,NA,45.30014717,NA,NA,0.052631579,1,"Cercopithecoidea"
"793","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Honglaxueshan National Nature Reserve, Tibet","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.789473684,"groups","both","none","BOTH",15.15,9.53,12.48,0.212132034,0.608111832,NA,9.35,NA,38.86666667,1.5,1.9,2.899137803,NA,45.30014717,NA,NA,0.210526316,4,"Cercopithecoidea"
"794","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Deqin, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,17,1,"wp","MFF","MFF",0.882352941,"groups","ml","none","BOTH",15.15,9.53,12.48,0.212132034,0.608111832,NA,9.35,NA,38.86666667,1.5,1.9,2.899137803,NA,45.30014717,NA,NA,0.117647059,2,"Cercopithecoidea"
"795","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Yunnan, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,"none","MFF","MFF",1,"groups","both","none","BOTH",15.15,9.53,12.48,0.212132034,0.608111832,NA,9.35,NA,38.86666667,1.5,1.9,2.899137803,NA,45.30014717,NA,NA,0,0,"Cercopithecoidea"
"797","pop","Rhinopithecus_brelichi","Gray Snub-Nosed Monkey","Gizhou, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"wp","MFF","MFF",0.866666667,"groups","both","yes","BOTH",14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,"Cercopithecoidea"
"799","pop","Rhinopithecus_roxellana","Golden Snub-Nosed Monkey","Minshan Mountain, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"wp","MFF","MFF",1,"groups","both","none","BOTH",16.897,9.1195,14.75,1.384729576,1.666589632,NA,22.18,14.57,80.86,1.13,NA,NA,0,0,0,NA,0,0,"Cercopithecoidea"
"800","pop","Rhinopithecus_roxellana","Golden Snub-Nosed Monkey","Qinling Mountains, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,1,NA,36,NA,2,NA,7,NA,NA,NA,NA,NA,39,7,"wp","MFF","MFF",0.923076923,"groups","both","none","BOTH",16.897,9.1195,14.75,1.384729576,1.666589632,NA,22.18,14.57,80.86,1.13,NA,NA,0,0,0,NA,0.076923077,3,"Cercopithecoidea"
"802","pop","Rhinopithecus_strykeri","Burmese Snub-Nosed Monkey","Yunnan, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MFF","MFF",0.625,"groups","ml","none","BOTH",14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,"Cercopithecoidea"
"804","pop","Rungwecebus_kipunji","Kipunji/Highland Mangabey","Southern Higland, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10,NA,10,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"807","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Cocha Cashu Biological Station, Peru","Forest",0,1,"closed",1,"Diurnal",4,NA,NA,NA,NA,9,NA,11,11,8,1,1,1,NA,NA,NA,NA,40,3,"wp","MFF","FMM",0.275,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,29,"Ceboidea"
"808","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4,4,"wp","FFMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"809","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"812","pop","Saguinus_imperator","Emperor Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.4455,0.4605,0.47,0.040305087,0.020506097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"815","pop","Saguinus_labiatus","Red-bellied Tamarin","South and West of Cobija, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.498666667,0.522,0.5075,0.027061658,0.009899495,0.003535534,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"816","pop","Saguinus_labiatus","Red-bellied Tamarin","Tahuamanu Biological Station, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FMM","FMM",0.625,"groups","one","none","AR",0.498666667,0.522,0.5075,0.027061658,0.009899495,0.003535534,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.375,3,"Ceboidea"
"822","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Padre Isla, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,8,17,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.653846154,"groups","one","yes","AR",0.53915,0.56215,0.53,0.024253763,0.024253763,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.346153846,8,"Ceboidea"
"823","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,4,"wp","FFMM","FFMM",0.611111111,"groups","one","none","AR",0.53915,0.56215,0.53,0.024253763,0.024253763,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.388888889,7,"Ceboidea"
